package,tracking_number,management_status,management_status_id,loaded_at
3728978,712396125766,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718229,712394689882,status_asked,1,2021-07-20 13:25:44.542715+00:00
3722003,712395246953,status_asked,1,2021-07-20 13:25:44.542715+00:00
3724434,712395486504,status_asked,1,2021-07-20 13:25:44.542715+00:00
3730611,712396253881,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719552,955530426,status_asked,1,2021-07-20 13:25:44.542715+00:00
3721175,955545411,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731615,712396389526,status_asked,1,2021-07-20 13:25:44.542715+00:00
3722446,712395343376,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718600,955509466,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723603,712395411302,status_asked,1,2021-07-20 13:25:44.542715+00:00
3722580,712395349750,status_asked,1,2021-07-20 13:25:44.542715+00:00
3722261,712395323780,status_asked,1,2021-07-20 13:25:44.542715+00:00
3734878,712396777186,status_asked,1,2021-07-20 13:25:44.542715+00:00
3712264,955456133,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733397,712396726425,status_asked,1,2021-07-20 13:25:44.542715+00:00
3729534,712396145941,status_asked,1,2021-07-20 13:25:44.542715+00:00
3730946,712396309096,status_asked,1,2021-07-20 13:25:44.542715+00:00
3716790,712394611283,status_asked,1,2021-07-20 13:25:44.542715+00:00
3715645,712394540174,status_asked,1,2021-07-20 13:25:44.542715+00:00
3735065,712396783265,status_asked,1,2021-07-20 13:25:44.542715+00:00
3725925,712395688675,status_asked,1,2021-07-20 13:25:44.542715+00:00
3736277,712396873650,status_asked,1,2021-07-20 13:25:44.542715+00:00
3715270,955481341,status_asked,1,2021-07-20 13:25:44.542715+00:00
3732548,712396510346,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723947,955569333,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731696,712396403725,status_asked,1,2021-07-20 13:25:44.542715+00:00
3724329,712395484485,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731704,712396403751,status_asked,1,2021-07-20 13:25:44.542715+00:00
3724560,712395485115,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733906,712396747705,status_asked,1,2021-07-20 13:25:44.542715+00:00
3732180,712396451550,status_asked,1,2021-07-20 13:25:44.542715+00:00
3735445,712396803086,status_asked,1,2021-07-20 13:25:44.542715+00:00
3729892,712396181825,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733901,712396747683,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731731,712396406315,status_asked,1,2021-07-20 13:25:44.542715+00:00
3729899,712396181895,status_asked,1,2021-07-20 13:25:44.542715+00:00
3735331,712396798035,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731692,712396403600,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731691,712396403611,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731707,712396403821,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733905,712396747720,status_asked,1,2021-07-20 13:25:44.542715+00:00
3729897,712396181921,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733909,712396747742,status_asked,1,2021-07-20 13:25:44.542715+00:00
3731695,712396403703,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718136,955501169,status_asked,1,2021-07-20 13:25:44.542715+00:00
3733106,712396707595,status_asked,1,2021-07-20 13:25:44.542715+00:00
3732127,712396441190,status_asked,1,2021-07-20 13:25:44.542715+00:00
3720796,712395022172,status_asked,1,2021-07-20 13:25:44.542715+00:00
3735329,712396797991,status_asked,1,2021-07-20 13:25:44.542715+00:00
3722814,712395364391,status_asked,1,2021-07-20 13:25:44.542715+00:00
3694776,712390705876,status_asked,1,2021-07-20 13:25:44.542715+00:00
3688429,712389750295,status_asked,1,2021-07-20 13:25:44.542715+00:00
3691189,712390168136,status_asked,1,2021-07-20 13:25:44.542715+00:00
3707213,712392442683,status_asked,1,2021-07-20 13:25:44.542715+00:00
3708059,712392616272,status_asked,1,2021-07-20 13:25:44.542715+00:00
3706518,712392351226,status_asked,1,2021-07-20 13:25:44.542715+00:00
3707012,712392416820,status_asked,1,2021-07-20 13:25:44.542715+00:00
3705383,712392186553,status_asked,1,2021-07-20 13:25:44.542715+00:00
3694801,712390706226,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714385,955475892,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719977,955538169,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719033,955515533,status_asked,1,2021-07-20 13:25:44.542715+00:00
3725141,955589235,status_asked,1,2021-07-20 13:25:44.542715+00:00
3721850,955547912,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718144,955501179,status_asked,1,2021-07-20 13:25:44.542715+00:00
3720685,955543948,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718649,955512357,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719679,955531927,status_asked,1,2021-07-20 13:25:44.542715+00:00
3718898,955512373,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723134,955560248,status_asked,1,2021-07-20 13:25:44.542715+00:00
3721621,955546658,status_asked,1,2021-07-20 13:25:44.542715+00:00
3720635,955543714,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719193,955519447,status_asked,1,2021-07-20 13:25:44.542715+00:00
3711940,955449844,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714117,955474574,status_asked,1,2021-07-20 13:25:44.542715+00:00
3713048,955470284,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714266,955475216,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714268,955475217,status_asked,1,2021-07-20 13:25:44.542715+00:00
3717681,955498258,status_asked,1,2021-07-20 13:25:44.542715+00:00
3716399,955489039,status_asked,1,2021-07-20 13:25:44.542715+00:00
3712884,955468762,status_asked,1,2021-07-20 13:25:44.542715+00:00
3712230,955456104,status_asked,1,2021-07-20 13:25:44.542715+00:00
3711061,955422969,status_asked,1,2021-07-20 13:25:44.542715+00:00
3715378,955482496,status_asked,1,2021-07-20 13:25:44.542715+00:00
3715847,955486488,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714515,955476525,status_asked,1,2021-07-20 13:25:44.542715+00:00
3715623,955484897,status_asked,1,2021-07-20 13:25:44.542715+00:00
3711832,955447390,status_asked,1,2021-07-20 13:25:44.542715+00:00
3716325,955488670,status_asked,1,2021-07-20 13:25:44.542715+00:00
3717514,955496512,status_asked,1,2021-07-20 13:25:44.542715+00:00
3717210,955493640,status_asked,1,2021-07-20 13:25:44.542715+00:00
3714120,955474560,status_asked,1,2021-07-20 13:25:44.542715+00:00
3717485,955496131,status_asked,1,2021-07-20 13:25:44.542715+00:00
3705629,955357736,status_asked,1,2021-07-20 13:25:44.542715+00:00
3705954,955362168,status_asked,1,2021-07-20 13:25:44.542715+00:00
3682563,955096685,status_asked,1,2021-07-20 13:25:44.542715+00:00
3687129,955118289,status_asked,1,2021-07-20 13:25:44.542715+00:00
3687290,955119586,status_asked,1,2021-07-20 13:25:44.542715+00:00
3685343,955105568,status_asked,1,2021-07-20 13:25:44.542715+00:00
3683913,955099046,status_asked,1,2021-07-20 13:25:44.542715+00:00
3683337,955098475,status_asked,1,2021-07-20 13:25:44.542715+00:00
3682385,955095697,status_asked,1,2021-07-20 13:25:44.542715+00:00
3716275,712394572610,status_asked,1,2021-07-20 13:25:44.542715+00:00
3719163,955518424,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723906,712395428780,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723898,712395428706,status_asked,1,2021-07-20 13:25:44.542715+00:00
3723778,955567379,status_asked,1,2021-07-20 13:25:44.542715+00:00
3711713,955441307,status_asked,1,2021-07-19 13:25:39.743483+00:00
3716138,955487559,status_asked,1,2021-07-19 13:25:39.743483+00:00
3712893,955469311,status_asked,1,2021-07-19 13:25:39.743483+00:00
3709015,955390431,status_asked,1,2021-07-19 13:25:39.743483+00:00
3714278,955475254,status_asked,1,2021-07-19 13:25:39.743483+00:00
3708937,955389532,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710569,955540654,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710138,955403166,status_asked,1,2021-07-19 13:25:39.743483+00:00
3714191,955475071,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710340,955404926,status_asked,1,2021-07-19 13:25:39.743483+00:00
3707431,955382079,status_asked,1,2021-07-19 13:25:39.743483+00:00
3706529,955371805,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710500,955407493,status_asked,1,2021-07-19 13:25:39.743483+00:00
3707085,955379396,status_asked,1,2021-07-19 13:25:39.743483+00:00
3708270,955385124,status_asked,1,2021-07-19 13:25:39.743483+00:00
3709533,955397148,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710550,955408106,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710223,955403746,status_asked,1,2021-07-19 13:25:39.743483+00:00
3709212,955392975,status_asked,1,2021-07-19 13:25:39.743483+00:00
3707610,955382680,status_asked,1,2021-07-19 13:25:39.743483+00:00
3706892,955375288,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710312,955404873,status_asked,1,2021-07-19 13:25:39.743483+00:00
3709264,955393959,status_asked,1,2021-07-19 13:25:39.743483+00:00
3710286,955404737,status_asked,1,2021-07-19 13:25:39.743483+00:00
3708078,955384621,status_asked,1,2021-07-19 13:25:39.743483+00:00
3708603,955388374,status_asked,1,2021-07-19 13:25:39.743483+00:00
3685678,955108062,status_asked,1,2021-07-19 13:25:39.743483+00:00
3685819,955109612,status_asked,1,2021-07-19 13:25:39.743483+00:00
3686565,955114658,status_asked,1,2021-07-19 13:25:39.743483+00:00
3689502,955146792,status_asked,1,2021-07-19 13:25:39.743483+00:00
3678257,955015557,status_asked,1,2021-07-19 13:25:39.743483+00:00
3673649,954947018,status_asked,1,2021-07-19 13:25:39.743483+00:00
3692440,955185570,status_asked,1,2021-07-19 13:25:39.743483+00:00
3681361,955078428,status_asked,1,2021-07-19 13:25:39.743483+00:00
3717582,955497156,status_asked,1,2021-07-19 13:25:39.743483+00:00
3732422,SHI-58688B,service_on_hold,2,2021-07-20 15:38:01.026641+00:00
3725242,SHI-AMQRAZ,service_on_hold,2,2021-07-20 15:38:01.026641+00:00
3729733,SHI-MHEMKG,service_on_hold,2,2021-07-20 15:38:01.026641+00:00
3725733,SHI-TI04IA,service_on_hold,2,2021-07-20 15:38:01.026641+00:00
3727620,SHI-ZLTOQB,service_on_hold,2,2021-07-20 15:38:01.026641+00:00
3725418,6970613613,service_on_hold,2,2021-07-20 09:09:30.228025+00:00
3730693,6996759630,service_on_hold,2,2021-07-20 09:09:30.228025+00:00
3723659,712395417064,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3722300,712395326020,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3686909,712389685722,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3717068,712394617351,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3717059,712394616931,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3729535,712396145974,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3724565,712395485255,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3724562,712395485001,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3714608,712394475236,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3724504,712395487414,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3729052,712396129524,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3719856,712394925023,service_on_hold,2,2021-07-19 16:54:17.866727+00:00
3718815,SHI-7NNL5J,service_on_hold,2,2021-07-19 14:02:46.980100+00:00
3723222,6973447250,service_on_hold,2,2021-07-19 09:54:28.289549+00:00
3711848,SHI-STZPXS,service_on_hold,2,2021-07-19 09:33:11.781752+00:00
3728311,712396092181,service_taken,3,2021-07-20 20:01:53.454221+00:00
3732502,712396510140,service_taken,3,2021-07-20 20:01:53.454221+00:00
3721876,712395223315,service_taken,3,2021-07-20 20:01:53.454221+00:00
3734101,712396758054,service_taken,3,2021-07-20 20:01:53.454221+00:00
3718026,712394675694,service_taken,3,2021-07-20 20:01:53.454221+00:00
3716916,712394618876,service_taken,3,2021-07-20 20:01:53.454221+00:00
3682010,712388389996,service_taken,3,2021-07-20 20:01:53.454221+00:00
3716886,712394615833,service_taken,3,2021-07-20 20:01:53.454221+00:00
3711831,955447083,service_taken,3,2021-07-20 20:01:53.454221+00:00
3712869,955467575,service_taken,3,2021-07-20 20:01:53.454221+00:00
3669757,954918478,service_taken,3,2021-07-20 20:01:53.454221+00:00
3723780,712395421220,service_taken,3,2021-07-20 20:01:53.454221+00:00
3675265,6965574873,service_taken,3,2021-07-20 20:01:53.454221+00:00
3730745,712396266890,service_taken,3,2021-07-20 20:01:48.758551+00:00
3732405,712396484435,service_taken,3,2021-07-20 20:01:48.758551+00:00
3674279,712387241344,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688058,712389711670,service_taken,3,2021-07-20 17:01:48.636654+00:00
3653832,712384328036,service_taken,3,2021-07-20 17:01:48.636654+00:00
3654689,712384803885,service_taken,3,2021-07-20 17:01:48.636654+00:00
3674784,712387261423,service_taken,3,2021-07-20 17:01:48.636654+00:00
3657042,712385206573,service_taken,3,2021-07-20 17:01:48.636654+00:00
3652063,712383324181,service_taken,3,2021-07-20 17:01:48.636654+00:00
3674900,6965975310,service_taken,3,2021-07-20 17:01:48.636654+00:00
3654240,712384611050,service_taken,3,2021-07-20 17:01:48.636654+00:00
3678960,712387918793,service_taken,3,2021-07-20 17:01:48.636654+00:00
3717070,712394617480,service_taken,3,2021-07-20 17:01:48.636654+00:00
3668508,6949366454,service_taken,3,2021-07-20 17:01:48.636654+00:00
3661477,712385518165,service_taken,3,2021-07-20 17:01:48.636654+00:00
3603693,6946903143,service_taken,3,2021-07-20 17:01:48.636654+00:00
3654250,712384611105,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688668,712389771133,service_taken,3,2021-07-20 17:01:48.636654+00:00
3681289,712388178994,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688130,712389712355,service_taken,3,2021-07-20 17:01:48.636654+00:00
3652644,712383634012,service_taken,3,2021-07-20 17:01:48.636654+00:00
3690026,712389957860,service_taken,3,2021-07-20 17:01:48.636654+00:00
3660095,712385440060,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688583,6966789174,service_taken,3,2021-07-20 17:01:48.636654+00:00
3689008,712389822605,service_taken,3,2021-07-20 17:01:48.636654+00:00
3694741,712390705401,service_taken,3,2021-07-20 17:01:48.636654+00:00
3667002,712386346512,service_taken,3,2021-07-20 17:01:48.636654+00:00
3692310,6966989610,service_taken,3,2021-07-20 17:01:48.636654+00:00
3652942,712383704583,service_taken,3,2021-07-20 17:01:48.636654+00:00
3596339,6946888605,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688607,6968321706,service_taken,3,2021-07-20 17:01:48.636654+00:00
3659993,712385438085,service_taken,3,2021-07-20 17:01:48.636654+00:00
3653405,712383927076,service_taken,3,2021-07-20 17:01:48.636654+00:00
3610369,6948781394,service_taken,3,2021-07-20 17:01:48.636654+00:00
3652323,712383361712,service_taken,3,2021-07-20 17:01:48.636654+00:00
3727559,6968979916,service_taken,3,2021-07-20 17:01:48.636654+00:00
3710065,6971865692,service_taken,3,2021-07-20 17:01:48.636654+00:00
3686922,955116941,service_taken,3,2021-07-20 17:01:48.636654+00:00
3711989,955450733,service_taken,3,2021-07-20 17:01:48.636654+00:00
3688734,6968323084,service_taken,3,2021-07-20 17:01:48.636654+00:00
3659917,6950502355,service_taken,3,2021-07-20 17:01:48.636654+00:00
3678904,955023080,service_taken,3,2021-07-20 17:01:48.636654+00:00
3615318,6963034035,service_taken,3,2021-07-20 17:01:48.636654+00:00
3659909,6951599712,service_taken,3,2021-07-20 17:01:48.636654+00:00
3678102,6966229115,service_taken,3,2021-07-20 17:01:48.636654+00:00
3676306,712387493580,service_taken,3,2021-07-20 17:01:48.636654+00:00
3727858,6970481626,service_taken,3,2021-07-20 15:40:27.449801+00:00
3734054,6993397666,service_taken,3,2021-07-20 15:40:27.449801+00:00
3711626,6971275371,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733370,6993368104,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733382,6993847593,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733381,6993426602,service_taken,3,2021-07-20 15:40:27.449801+00:00
3718854,6974029823,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733325,6993839580,service_taken,3,2021-07-20 15:40:27.449801+00:00
3711645,6971889750,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733638,6993868571,service_taken,3,2021-07-20 15:40:27.449801+00:00
3730060,6996879131,service_taken,3,2021-07-20 15:40:27.449801+00:00
3730053,6971681894,service_taken,3,2021-07-20 15:40:27.449801+00:00
3735253,6993938770,service_taken,3,2021-07-20 15:40:27.449801+00:00
3711615,6971917293,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732879,6993632214,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731820,6993950051,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733375,6993279366,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733369,6993382815,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732674,6993570113,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733372,6993222445,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732266,6993479533,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733009,6993833490,service_taken,3,2021-07-20 15:40:27.449801+00:00
3724025,6970646233,service_taken,3,2021-07-20 15:40:27.449801+00:00
3718797,6972802874,service_taken,3,2021-07-20 15:40:27.449801+00:00
3736092,6993625811,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733362,6993305163,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732518,6993249093,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731679,6993390106,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732269,6993614110,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731196,6993603260,service_taken,3,2021-07-20 15:40:27.449801+00:00
3736257,6993939945,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733712,6993436671,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733391,6993206684,service_taken,3,2021-07-20 15:40:27.449801+00:00
3734370,6993909016,service_taken,3,2021-07-20 15:40:27.449801+00:00
3734127,6993870564,service_taken,3,2021-07-20 15:40:27.449801+00:00
3730725,6996754542,service_taken,3,2021-07-20 15:40:27.449801+00:00
3710749,6971428181,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732841,6993721022,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733209,6993409592,service_taken,3,2021-07-20 15:40:27.449801+00:00
3735219,6993924545,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731873,6993541951,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733920,6993279112,service_taken,3,2021-07-20 15:40:27.449801+00:00
3734093,6993408660,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731156,6996835775,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733998,6993425961,service_taken,3,2021-07-20 15:40:27.449801+00:00
3728445,6971363593,service_taken,3,2021-07-20 15:40:27.449801+00:00
3730603,6996819034,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732540,6993144465,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733817,6993382200,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732962,6993408763,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731202,6993077221,service_taken,3,2021-07-20 15:40:27.449801+00:00
3725771,6968861410,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732104,6993758402,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731225,6996857523,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731243,6993375561,service_taken,3,2021-07-20 15:40:27.449801+00:00
3732413,6993676550,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733952,6993832473,service_taken,3,2021-07-20 15:40:27.449801+00:00
3733359,6993253072,service_taken,3,2021-07-20 15:40:27.449801+00:00
3731321,6993953680,service_taken,3,2021-07-20 15:40:27.449801+00:00
3713027,6972137406,service_taken,3,2021-07-20 15:40:27.449801+00:00
3705569,6970926362,service_taken,3,2021-07-20 15:40:27.449801+00:00
3709872,6970802580,service_taken,3,2021-07-20 15:40:27.449801+00:00
3669706,6966735694,service_taken,3,2021-07-20 15:40:27.449801+00:00
3651326,6978319316,service_taken,3,2021-07-20 15:40:27.449801+00:00
3727752,SHI-4HQ49H,service_taken,3,2021-07-20 15:38:01.026641+00:00
3717715,SHI-HWSPPT,service_taken,3,2021-07-20 15:38:01.026641+00:00
3727443,SHI-I8I84Q,service_taken,3,2021-07-20 15:38:01.026641+00:00
3725639,SHI-WA1AYI,service_taken,3,2021-07-20 15:38:01.026641+00:00
3720921,SHI-JHI827,service_taken,3,2021-07-20 15:38:01.026641+00:00
3709626,SHI-QLSFWW,service_taken,3,2021-07-20 15:38:01.026641+00:00
3688866,SHI-7Z7DN0,service_taken,3,2021-07-20 15:38:01.026641+00:00
3685016,SHI-9OQ3UV,service_taken,3,2021-07-20 15:38:01.026641+00:00
