Courier,Tipo de servicio,Origen,Destino,Zona,Tipo de transporte,Lugar de entrega,Nombre sucursal,Tipo de pago,Capacidad,Plazo estimado
STARKEN,EXPRESS,LAS CONDES,GRANEROS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,LA CEBADA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LA ESTRELLA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LA RUFINA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LARMAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,LAS CABRAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,LAS NIEVES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LITUECHE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LO MIRANDA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,LOLOL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,LOS LINGUES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,MACHALI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,MALLOA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,MARCHIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,NANCAGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,NAVIDAD,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,OLIVAR ALTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,OLIVAR BAJO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,PALMILLA SAN FERNANDO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,PAREDONES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,PELEQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PERALILLO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,PEUMO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,PICHIDEGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,PICHILEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,PLACILLA (SAN FERNANDO),CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,POPETA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PUENTE NEGRO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,PUERTECILLO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PUMANQUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,QUINTA DE TILCOCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,RAPEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RENGO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,REQUINOA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,ROSARIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,SAN FERNANDO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SAN FRANCISCO DE MOSTAZAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,SAN VICENTE DE TAGUATAGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SANTA CRUZ,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SEWELL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,TOPOCALMA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,VILLA ALHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CURICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,TALCA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,BATUCO (TALCA),CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,BOBADILLA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,CAMARICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CAUQUENES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,CHANCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,COLBUN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,CONSTITUCION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,CULENAR,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CUMPEO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,CURANIPE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,CUREPTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,DUAO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,EMPEDRADO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,GUALLECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,HUALANE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,ILOCA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LICANTEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LINARES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,LLICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,LO VALDIVIA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LONGAVI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LONTUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,LOS NICHES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,MAULE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,MOLINA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,NIRIVILO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PANIMAVIDA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PARRAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,PELARCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,PELLUHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,PENCAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,RAUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,RAUQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,RETIRO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,RIO CLARO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,ROMERAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,SAGRADA FAMILIA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,SAN CLEMENTE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN JAVIER,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SAN PEDRO DE ALCANTARA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN RAFAEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,6
STARKEN,EXPRESS,LAS CONDES,TENO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,VICHUQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,VILLA ALEGRE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,VILLA PRAT,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,YERBAS BUENAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHILLAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,LOS ANGELES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,CONCEPCION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,ALTO BIO BIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,ANTIHUALA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,ANTUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,ARAUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,BUCHUPUREO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,BULNES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,CABRERO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,CACHAPOAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CAMPANARIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CANETE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,CARAMPANGUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CAYUCUPIL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CERRO ALTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHARRUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHECURA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHIGUAYANTE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,CHOLGUAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COBQUECURA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COELEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,COIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COIHUECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COLCURA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COLIUMO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CONTULMO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,4
STARKEN,EXPRESS,LAS CONDES,COPIULEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CORONEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,CURANILAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,DICHATO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,EL CARMEN CHILLAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,FILOMENA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,FLORIDA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,GUARILIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,HUALPEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,HUALPENCILLO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,HUALQUI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,HUEPIL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,ISLA SANTA MARIA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LA ARAUCANA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LAJA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LARAQUETE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LAS TRANCAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LEBU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LEONERA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LIRQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LOS ALAMOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,LOS HORCONES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,LOTA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,MEIPO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,MINAS DEL PRADO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,MININCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,MONTE AGUILA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,MULCHEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,NACIMIENTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,NAHUELTORO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,NEGRETE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,NINHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,NIPAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,NIQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PANGAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PEMUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PENCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,PERALES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PINGUERAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PINTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,POLCURA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PORTEZUELO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PUEBLO SECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PUNTA DE PARRA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,PUNTA LAVAPIE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,QUILACO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,QUILLAITUN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,QUILLECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,QUILLON,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,QUINCHAMALI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,QUIRIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,QUIRIQUINA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RAFAEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RAMADILLAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RANGUELMO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RANQUIL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,RUCAPEQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN CARLOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SAN FABIAN DE ALICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN GREGORIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN IGNACIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN NICOLAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SAN PEDRO DE LA PAZ,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,SAN ROSENDO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SANTA BARBARA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,SANTA CLARA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,SANTA JUANA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TALCAHUANO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,TANILVORO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TOME,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,TOROICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TREGUALEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TREHUACO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TRES PINOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TRUPAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TUBUL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TUCAPEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,VEGAS DE ITATA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,VILLA LOS RIOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,VILLA MERCEDES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,VILLUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,YUMBEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,YUNGAY,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,ZEMITA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,TEMUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,ANGOL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,BARROS ARANA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CABURGA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CAJON,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
STARKEN,EXPRESS,LAS CONDES,CAPITAN PASTENE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CARAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
STARKEN,EXPRESS,LAS CONDES,CHERQUENCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHOLCHOL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CHOROICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COLICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,COLLIPULLI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
STARKEN,EXPRESS,LAS CONDES,COLONIA MENDOZA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,7
STARKEN,EXPRESS,LAS CONDES,CONARIPE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
