Courier,Tipo de servicio,Origen,Destino,Zona,Tipo de transporte,Lugar de entrega,Nombre sucursal,Tipo de pago,Capacidad,Plazo estimado
CHILEXPRESS,DHS,LAS CONDES,ACHAO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,ACHAO,SUR,AEREO,SUCURSAL,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,ACHAO,SUR,AEREO,SUCURSAL,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,ALGARROBO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ALTO HOSPICIO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ALTO JAHUEL,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ANCUD,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ANDACOLLO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ANGOL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ANTOFAGASTA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ARAUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ARICA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ARTIFICIO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,BALMACEDA,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,BAQUEDANO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,BARRANCAS,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,BATUCO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,BUIN,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,BULNES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CABILDO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,CABRERO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CALAMA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CALBUCO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CALDERA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CALERA DE TANGO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CANETE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CARAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CARTAGENA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CASABLANCA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CASTRO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CAUQUENES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CERRILLOS,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CERRO NAVIA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHAITEN,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,CHANARAL,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CHEPICA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHICUREO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHIGUAYANTE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHILE CHICO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,CHILLAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHILLAN VIEJO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHIMBARONGO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHOLGUAN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CHONCHI,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,COCHRANE,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,CODEGUA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CODELCO RADOMIRO TOMIC,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COELEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COIHUECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,COINCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COLBUN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,COLINA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COLLIPULLI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COLTAUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COMBARBALA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CONCEPCION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CONCHALI,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CONCON,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CONSTITUCION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COPIAPO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COQUIMBO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CORONEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,COYHAIQUE,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CUMPEO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CURACAUTIN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,CURACAVI,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CURANILAHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,CURICO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,DALCAHUE,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,DIEGO DE ALMAGRO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,DONIHUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL BELLOTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL BOSQUE,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL CARMEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,EL MELON,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL MONTE,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL PAICO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL QUISCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL SALVADOR,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,EL TABITO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,EL TABO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ENTRE LAGOS,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ESTACION CENTRAL,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ESTACION PAIPOTE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,FREIRE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,FREIRINA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,FRESIA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,FRUTILLAR,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,FUERTE BAQUEDANO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,FUTRONO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,GORBEA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,GRANEROS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HIJUELAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HORNOPIREN,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,HUALANE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HUALPEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HUALQUI,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HUASCO,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HUECHURABA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,HUEPIL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ILLAPEL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,INDEPENDENCIA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,IQUIQUE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ISLA DE MAIPO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ISLA NEGRA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ISLA TEJA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,ITAHUE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA CALERA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA CISTERNA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA CRUZ,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA FLORIDA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA GRANJA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA JUNTA,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,LA LIGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA PINTANA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA REINA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA SERENA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LA UNION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LAGO RANCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,LAJA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LAMPA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LANCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LAS CABRAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LAS CONDES,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LAS CRUCES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LAUTARO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LEBU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LIMACHE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LINARES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LITUECHE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LLANQUIHUE,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LLAY LLAY,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,LLO LLEO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LO BARNECHEA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LO ESPEJO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LO MIRANDA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LO PRADO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LOLOL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LONCOCHE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LONGAVI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LONGOVILO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LONQUEN,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LONTUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LOS ALAMOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LOS ANDES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LOS ANGELES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LOS LAGOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LOS MUERMOS,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,LOS VILOS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,LOTA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MACHALI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MACUL,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MAFIL,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,MAIPU,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MALLOA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MALLOCO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MARCHIGUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MARIA ELENA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,MARIQUINA,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,MAULLIN,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,MEJILLONES,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MELIPILLA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MININCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MOLINA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MONTE PATRIA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,MULCHEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NACIMIENTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NANCAGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,NATALES,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,NEGRETE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NOGALES,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NOS,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NUEVA ALDEA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NUEVA IMPERIAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,NUNOA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,OLIVAR,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,OLMUE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,OSORNO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,OVALLE,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PADRE HURTADO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PADRE LAS CASAS,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PAILLACO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,PAINE,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PAIPOTE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PALMILLA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PANGUIPULLI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,PARGUA,SUR,AEREO,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,PARRAL,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PEDRO AGUIRRE CERDA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PELEQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PEMUCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PENABLANCA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PENAFLOR,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PENALOLEN,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PENCO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PERALILLO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PEUMO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PICHIDEGUA,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PICHILEMU,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,PINTO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,2
CHILEXPRESS,DHS,LAS CONDES,PIRQUE,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PITRUFQUEN,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PLACILLA QUINTA REGION,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PLACILLA SEXTA REGION,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PORVENIR,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,POZO ALMONTE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PROVIDENCIA,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUCHUNCAVI,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUCON,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUDAHUEL,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUEBLO SECO,CENTRO,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUENTE ALTO,RM,TERRESTRE,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUERTO AGUIRRE,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PUERTO AYSEN,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PUERTO CHACABUCO,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PUERTO CISNES,SUR,AEREO,DOMICILIO,,Cuenta corriente,,3
CHILEXPRESS,DHS,LAS CONDES,PUERTO MONTT,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUERTO OCTAY,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUERTO VARAS,SUR,AEREO,DOMICILIO,,Cuenta corriente,,1
CHILEXPRESS,DHS,LAS CONDES,PUERTO WILLIAMS,NORTE,AEREO,DOMICILIO,,Cuenta corriente,,3
