id,predictive_days,delivery_date,sub_status
3164324,10,2021-04-18,in_transit
3156749,10,2021-04-17,in_transit
3150731,10,2021-04-17,in_transit
3161850,10,2021-04-17,in_transit
3161065,10,2021-04-17,in_transit
3161636,10,2021-04-17,received_for_courier
3161630,10,2021-04-17,in_transit
3156560,10,2021-04-17,in_transit
3156412,10,2021-04-17,in_transit
3161650,10,2021-04-17,in_transit
3169090,9,2021-04-17,in_transit
3157758,10,2021-04-17,in_transit
3161529,9,2021-04-16,in_route
3161890,9,2021-04-16,in_transit
3161348,9,2021-04-16,in_route
3161611,9,2021-04-16,received_for_courier
3161204,9,2021-04-16,in_route
3161098,9,2021-04-16,in_transit
3161238,9,2021-04-16,in_transit
3161298,9,2021-04-16,in_route
3170871,8,2021-04-16,received_for_courier
3170814,8,2021-04-16,in_transit
3161481,9,2021-04-16,in_route
3161434,9,2021-04-16,in_route
3161265,9,2021-04-16,in_route
3161463,9,2021-04-16,in_route
3156455,8,2021-04-15,in_transit
3166673,7,2021-04-15,in_route
3170956,7,2021-04-15,received_for_courier
3166674,7,2021-04-15,in_route
3158007,7,2021-04-14,in_transit
3166533,5,2021-04-13,requested
3168257,5,2021-04-13,dispatched
3163947,5,2021-04-13,in_transit
3168064,5,2021-04-13,received_for_courier
3169966,5,2021-04-13,in_transit
3164778,5,2021-04-13,in_transit
3169258,5,2021-04-13,in_transit
3163675,5,2021-04-13,in_transit
3165360,5,2021-04-13,received_for_courier
3168867,5,2021-04-13,in_transit
3163793,5,2021-04-13,in_route
3164999,5,2021-04-13,received_for_courier
3164683,4,2021-04-12,in_transit
3169183,4,2021-04-12,in_transit
3156714,5,2021-04-12,in_transit
3167168,4,2021-04-12,dispatched
3164992,4,2021-04-12,dispatched
3169024,4,2021-04-12,requested
3171083,4,2021-04-12,in_transit
3166149,4,2021-04-12,requested
3166523,4,2021-04-12,in_transit
3170279,4,2021-04-12,received_for_courier
3165852,4,2021-04-12,requested
3168096,4,2021-04-12,in_transit
3162091,5,2021-04-12,received_for_courier
3164137,4,2021-04-12,in_transit
3164131,4,2021-04-12,pending
3166760,4,2021-04-12,dispatched
3170864,4,2021-04-12,in_route
3166036,4,2021-04-12,requested
3169973,4,2021-04-12,in_transit
3164919,4,2021-04-12,requested
3165340,4,2021-04-12,in_transit
3165596,4,2021-04-12,in_transit
3162987,4,2021-04-12,in_transit
3170517,4,2021-04-12,in_transit
3164286,4,2021-04-12,in_transit
3165832,4,2021-04-12,requested
3166008,4,2021-04-12,requested
3166772,4,2021-04-12,in_transit
3149591,5,2021-04-12,in_transit
3170883,4,2021-04-12,received_for_courier
3169442,4,2021-04-12,in_transit
3163036,4,2021-04-12,in_transit
3165889,4,2021-04-12,requested
3164225,4,2021-04-12,received_for_courier
3166094,4,2021-04-12,requested
3163198,4,2021-04-12,in_transit
3163202,4,2021-04-12,in_transit
3169586,4,2021-04-12,in_transit
3165837,4,2021-04-12,requested
3166100,4,2021-04-12,requested
3165982,4,2021-04-12,requested
3167193,4,2021-04-12,in_transit
3166002,4,2021-04-12,requested
3163021,4,2021-04-12,in_transit
3169160,4,2021-04-12,created
3168147,4,2021-04-12,in_transit
3159856,5,2021-04-12,received_for_courier
3166092,4,2021-04-12,requested
3170168,4,2021-04-12,in_transit
3164110,4,2021-04-12,in_route
3168669,4,2021-04-12,in_transit
3171269,4,2021-04-12,in_transit
3170189,4,2021-04-12,received_for_courier
3167952,4,2021-04-12,in_route
3154980,5,2021-04-12,in_transit
3165005,4,2021-04-12,in_transit
3164422,4,2021-04-12,in_transit
3165979,4,2021-04-12,requested
3170549,4,2021-04-12,in_transit
3167792,4,2021-04-12,in_route
3168520,4,2021-04-12,in_transit
3169039,4,2021-04-12,in_transit
3165845,4,2021-04-12,requested
3169999,4,2021-04-12,in_transit
3168628,4,2021-04-12,in_transit
3150383,5,2021-04-12,received_for_courier
3163217,4,2021-04-12,in_transit
3165929,4,2021-04-12,requested
3169427,4,2021-04-12,in_route
3166104,4,2021-04-12,requested
3166805,4,2021-04-12,in_transit
3165984,4,2021-04-12,requested
3166144,4,2021-04-12,in_transit
3170094,4,2021-04-12,in_transit
3165844,4,2021-04-12,requested
3168725,4,2021-04-12,received_for_courier
3166798,4,2021-04-12,requested
3163147,4,2021-04-12,in_transit
3163549,4,2021-04-12,in_transit
3163191,4,2021-04-12,in_transit
3163349,4,2021-04-12,in_transit
3164254,4,2021-04-12,in_transit
3165879,4,2021-04-12,requested
3163297,4,2021-04-12,in_transit
3169821,4,2021-04-12,in_transit
3163252,4,2021-04-12,in_transit
3165893,4,2021-04-12,requested
3153547,5,2021-04-12,received_for_courier
3170106,4,2021-04-12,in_transit
3165969,4,2021-04-12,requested
3163174,4,2021-04-12,in_transit
3170049,4,2021-04-12,in_transit
3165856,4,2021-04-12,requested
3170436,4,2021-04-12,in_transit
3165886,4,2021-04-12,requested
3168289,4,2021-04-12,in_transit
3163121,4,2021-04-12,in_transit
3153572,5,2021-04-12,in_transit
3170809,4,2021-04-12,in_route
3165881,4,2021-04-12,requested
3170957,4,2021-04-12,in_transit
3168617,4,2021-04-12,in_transit
3168627,4,2021-04-12,in_transit
3168783,4,2021-04-12,in_route
3171121,4,2021-04-12,in_transit
3170129,4,2021-04-12,in_transit
3168599,4,2021-04-12,dispatched
3168695,4,2021-04-12,in_transit
3164259,4,2021-04-12,in_transit
3164418,4,2021-04-12,in_transit
3165994,4,2021-04-12,requested
3170216,4,2021-04-12,in_transit
3168206,4,2021-04-12,in_transit
3164098,4,2021-04-12,received_for_courier
3166446,4,2021-04-12,in_transit
3157017,5,2021-04-12,in_transit
3163144,4,2021-04-12,in_transit
3165697,4,2021-04-12,dispatched
3170936,4,2021-04-12,received_for_courier
3164093,4,2021-04-12,pending
3165828,4,2021-04-12,requested
3165938,4,2021-04-12,requested
3169023,4,2021-04-12,requested
3165935,4,2021-04-12,requested
3169594,4,2021-04-12,in_transit
3163237,4,2021-04-12,in_transit
3165838,4,2021-04-12,requested
3160118,5,2021-04-12,in_transit
3152211,5,2021-04-12,in_route
3167995,4,2021-04-12,in_transit
3169731,4,2021-04-12,in_transit
3165800,4,2021-04-12,in_transit
3170779,4,2021-04-12,in_transit
3171112,4,2021-04-12,in_transit
3167400,4,2021-04-12,in_transit
3170146,4,2021-04-12,in_transit
3166534,4,2021-04-12,in_transit
3169062,4,2021-04-12,in_route
3166115,4,2021-04-12,requested
3163183,4,2021-04-12,in_transit
3156171,5,2021-04-12,in_transit
3166051,4,2021-04-12,requested
3166086,4,2021-04-12,requested
3165052,4,2021-04-12,in_transit
3163623,4,2021-04-12,in_transit
3165865,4,2021-04-12,requested
3152425,5,2021-04-12,dispatched
3164545,4,2021-04-12,in_route
3163733,4,2021-04-12,in_transit
3165874,4,2021-04-12,requested
3169166,4,2021-04-12,created
3165848,4,2021-04-12,requested
3165917,4,2021-04-12,requested
3165910,4,2021-04-12,requested
3166034,4,2021-04-12,requested
3170797,4,2021-04-12,in_route
3166053,4,2021-04-12,requested
3170567,4,2021-04-12,requested
3168189,4,2021-04-12,in_transit
3166994,4,2021-04-12,in_transit
3165079,4,2021-04-12,in_transit
3167738,4,2021-04-12,dispatched
3165990,4,2021-04-12,requested
3163132,4,2021-04-12,received_for_courier
3163780,4,2021-04-12,requested
3163223,4,2021-04-12,in_transit
3168393,4,2021-04-12,in_transit
3168204,4,2021-04-12,in_transit
3167543,4,2021-04-12,in_transit
3168812,4,2021-04-12,in_transit
3168865,4,2021-04-12,in_transit
3171413,4,2021-04-12,in_transit
3160133,5,2021-04-12,in_transit
3165961,4,2021-04-12,requested
3169025,4,2021-04-12,requested
3169994,4,2021-04-12,in_transit
3167771,4,2021-04-12,ready_to_dispatch
3169668,4,2021-04-12,in_transit
3167013,4,2021-04-12,in_transit
3169728,4,2021-04-12,received_for_courier
3163270,4,2021-04-12,in_transit
3165902,4,2021-04-12,requested
3164149,4,2021-04-12,in_transit
3163369,4,2021-04-12,in_route
3163573,4,2021-04-12,received_for_courier
3170171,4,2021-04-12,in_transit
3166010,4,2021-04-12,requested
3165869,4,2021-04-12,requested
3163239,4,2021-04-12,in_transit
3164102,4,2021-04-12,in_transit
3168991,4,2021-04-12,in_transit
3166126,4,2021-04-12,requested
3153747,5,2021-04-12,in_transit
3165996,4,2021-04-12,requested
3153900,5,2021-04-12,in_transit
3166886,4,2021-04-12,in_transit
3166898,4,2021-04-12,in_transit
3166059,4,2021-04-12,requested
3163987,4,2021-04-12,in_transit
3168985,4,2021-04-12,in_transit
3166074,4,2021-04-12,requested
3170109,4,2021-04-12,in_transit
3169050,4,2021-04-12,in_transit
3166155,4,2021-04-12,requested
3170017,4,2021-04-12,received_for_courier
3169737,4,2021-04-12,in_transit
3163129,4,2021-04-12,in_transit
3167471,4,2021-04-12,in_transit
3166643,4,2021-04-12,in_transit
3163288,4,2021-04-12,in_transit
3170104,4,2021-04-12,dispatched
3145435,8,2021-04-11,in_transit
3149331,8,2021-04-11,in_transit
3149129,8,2021-04-11,in_transit
3149061,8,2021-04-11,received_for_courier
3147653,8,2021-04-11,in_transit
3146134,8,2021-04-11,in_transit
3146498,8,2021-04-11,in_transit
3146010,8,2021-04-11,in_transit
3150126,8,2021-04-11,in_transit
3143027,8,2021-04-11,in_transit
3143859,8,2021-04-11,in_transit
3146931,8,2021-04-11,in_transit
3146536,8,2021-04-11,in_transit
3143862,8,2021-04-11,in_transit
3146003,8,2021-04-11,in_transit
3149102,8,2021-04-11,in_transit
3148514,8,2021-04-11,received_for_courier
3145335,8,2021-04-11,in_transit
3145583,8,2021-04-11,requested
3146604,8,2021-04-11,pending
3141333,8,2021-04-10,received_for_courier
3146700,7,2021-04-10,in_transit
3135674,8,2021-04-10,in_transit
3137055,8,2021-04-10,received_for_courier
3141552,8,2021-04-10,received_for_courier
3147786,7,2021-04-10,in_route
3138801,8,2021-04-10,in_transit
3143682,7,2021-04-10,requested
3145858,7,2021-04-10,received_for_courier
3146689,7,2021-04-10,in_transit
3145454,7,2021-04-10,received_for_courier
3140535,8,2021-04-10,second_closed_address
3146288,7,2021-04-10,requested
3138916,8,2021-04-10,in_transit
3136372,8,2021-04-10,received_for_courier
3144186,7,2021-04-10,received_for_courier
3138653,8,2021-04-10,in_transit
3167534,3,2021-04-09,in_route
3168789,3,2021-04-09,in_transit
3166078,3,2021-04-09,requested
3170125,3,2021-04-09,in_transit
3163953,3,2021-04-09,in_transit
3164099,3,2021-04-09,in_transit
3164630,3,2021-04-09,in_transit
3168452,3,2021-04-09,dispatched
3163329,3,2021-04-09,in_transit
3165097,3,2021-04-09,pending
3165885,3,2021-04-09,requested
3165854,3,2021-04-09,requested
3163219,3,2021-04-09,in_transit
3149753,4,2021-04-09,in_transit
3163830,3,2021-04-09,received_for_courier
3170952,3,2021-04-09,received_for_courier
3165778,3,2021-04-09,in_route
3170372,3,2021-04-09,in_transit
3165096,3,2021-04-09,in_transit
3169863,3,2021-04-09,in_transit
3163346,3,2021-04-09,in_transit
3164611,3,2021-04-09,received_for_courier
3169997,3,2021-04-09,received_for_courier
3166707,3,2021-04-09,dispatched
3168682,3,2021-04-09,in_transit
3164735,3,2021-04-09,in_route
3170093,3,2021-04-09,in_transit
3168657,3,2021-04-09,in_transit
3156728,4,2021-04-09,in_transit
3163564,3,2021-04-09,in_transit
3156242,4,2021-04-09,in_route
3168533,3,2021-04-09,in_transit
3164139,3,2021-04-09,pending
3170422,3,2021-04-09,in_transit
3170825,3,2021-04-09,by_retired
3163374,3,2021-04-09,in_transit
3163309,3,2021-04-09,in_route
3166015,3,2021-04-09,requested
3165196,3,2021-04-09,in_route
3149718,4,2021-04-09,in_route
3165015,3,2021-04-09,in_route
3156417,4,2021-04-09,in_transit
3170514,3,2021-04-09,in_transit
3166111,3,2021-04-09,requested
3157926,4,2021-04-09,received_for_courier
3170842,3,2021-04-09,received_for_courier
3169848,3,2021-04-09,ready_to_dispatch
3164107,3,2021-04-09,in_route
3165446,3,2021-04-09,received_for_courier
3164789,3,2021-04-09,in_route
3153950,4,2021-04-09,in_route
3163341,3,2021-04-09,in_transit
3159010,4,2021-04-09,in_route
3166520,3,2021-04-09,in_route
3169061,3,2021-04-09,in_route
3164766,3,2021-04-09,in_transit
3156759,4,2021-04-09,received_for_courier
3166060,3,2021-04-09,requested
3156331,4,2021-04-09,in_transit
3167728,3,2021-04-09,in_route
3165924,3,2021-04-09,requested
3164906,3,2021-04-09,pending
3168381,3,2021-04-09,in_transit
3169804,3,2021-04-09,in_route
3169778,3,2021-04-09,in_route
3169962,3,2021-04-09,ready_to_dispatch
3167714,3,2021-04-09,received_for_courier
3163825,3,2021-04-09,pending
3169285,3,2021-04-09,in_transit
3170221,3,2021-04-09,in_route
3163229,3,2021-04-09,in_transit
3164488,3,2021-04-09,in_route
3165179,3,2021-04-09,in_transit
3164268,3,2021-04-09,in_route
3151253,4,2021-04-09,requested
3166061,3,2021-04-09,in_transit
3168440,3,2021-04-09,in_transit
3162869,4,2021-04-09,in_transit
3165546,3,2021-04-09,in_transit
3170895,3,2021-04-09,in_transit
3170593,3,2021-04-09,fulfillment_open
3163879,3,2021-04-09,in_transit
3164449,3,2021-04-09,requested
3165027,3,2021-04-09,pending
3164364,3,2021-04-09,in_route
3168723,3,2021-04-09,in_transit
3170203,3,2021-04-09,in_transit
3166102,3,2021-04-09,in_transit
3156239,4,2021-04-09,in_route
3167444,3,2021-04-09,in_transit
3169381,3,2021-04-09,in_route
3165920,3,2021-04-09,requested
3151229,4,2021-04-09,requested
3171126,3,2021-04-09,in_transit
3166538,3,2021-04-09,in_transit
3165875,3,2021-04-09,in_transit
3167874,3,2021-04-09,in_transit
3166045,3,2021-04-09,requested
3169883,3,2021-04-09,in_transit
3136874,7,2021-04-09,in_route
3168369,3,2021-04-09,in_route
3167301,3,2021-04-09,in_transit
3166409,3,2021-04-09,retired_by
3164874,3,2021-04-09,in_transit
3169853,3,2021-04-09,in_transit
3163748,3,2021-04-09,in_transit
3159475,4,2021-04-09,in_transit
3168757,3,2021-04-09,in_transit
3167449,3,2021-04-09,in_route
3161598,4,2021-04-09,in_transit
3165260,3,2021-04-09,in_transit
3164091,3,2021-04-09,pending
3165570,3,2021-04-09,received_for_courier
3165805,3,2021-04-09,in_transit
3164994,3,2021-04-09,in_transit
3166070,3,2021-04-09,requested
3169004,3,2021-04-09,in_transit
3157584,4,2021-04-09,in_transit
3166161,3,2021-04-09,in_route
3169401,3,2021-04-09,received_for_courier
3165355,3,2021-04-09,in_transit
3164230,3,2021-04-09,in_transit
3163909,3,2021-04-09,in_route
3163682,3,2021-04-09,created
3167783,3,2021-04-09,in_transit
3170520,3,2021-04-09,in_transit
3165521,3,2021-04-09,in_route
3166105,3,2021-04-09,in_transit
3170274,3,2021-04-09,in_transit
3166067,3,2021-04-09,in_transit
3171383,3,2021-04-09,fulfillment_open
3151239,4,2021-04-09,requested
3163574,3,2021-04-09,in_route
3163697,3,2021-04-09,in_transit
3167347,3,2021-04-09,in_route
3168259,3,2021-04-09,in_transit
3161209,4,2021-04-09,in_transit
3150860,4,2021-04-09,received_for_courier
3164408,3,2021-04-09,in_transit
3168662,3,2021-04-09,in_transit
3167721,3,2021-04-09,in_route
3166765,3,2021-04-09,in_transit
3168280,3,2021-04-09,in_route
3166077,3,2021-04-09,requested
3154967,4,2021-04-09,received_for_courier
3170360,3,2021-04-09,in_route
3167556,3,2021-04-09,in_transit
3166710,3,2021-04-09,dispatched
3164971,3,2021-04-09,by_retired
3152251,4,2021-04-09,in_route
3168287,3,2021-04-09,dispatched
3168566,3,2021-04-09,in_route
3169998,3,2021-04-09,in_route
3165556,3,2021-04-09,received_for_courier
3164354,3,2021-04-09,in_route
3163808,3,2021-04-09,in_transit
3166363,3,2021-04-09,pending
3163308,3,2021-04-09,in_route
3163915,3,2021-04-09,in_transit
3165153,3,2021-04-09,in_route
3168351,3,2021-04-09,in_transit
3166749,3,2021-04-09,in_transit
3163353,3,2021-04-09,in_transit
3164751,3,2021-04-09,pending
3170762,3,2021-04-09,in_transit
3165649,3,2021-04-09,in_route
3170872,3,2021-04-09,in_transit
3167002,3,2021-04-09,requested
3165915,3,2021-04-09,requested
3170515,3,2021-04-09,in_route
3164396,3,2021-04-09,pending
3164202,3,2021-04-09,ready_to_dispatch
3164246,3,2021-04-09,in_transit
3163355,3,2021-04-09,in_transit
3163263,3,2021-04-09,in_transit
3168191,3,2021-04-09,in_route
3163835,3,2021-04-09,in_transit
3163744,3,2021-04-09,in_transit
3168964,3,2021-04-09,in_transit
3165561,3,2021-04-09,in_transit
3166370,3,2021-04-09,in_route
3166017,3,2021-04-09,requested
3170811,3,2021-04-09,in_route
3170937,3,2021-04-09,received_for_courier
3170793,3,2021-04-09,in_transit
3165896,3,2021-04-09,requested
3170215,3,2021-04-09,in_route
3165033,3,2021-04-09,in_route
3165930,3,2021-04-09,requested
3163162,3,2021-04-09,received_for_courier
3166758,3,2021-04-09,dispatched
3163110,3,2021-04-09,in_route
3165291,3,2021-04-09,in_transit
3170511,3,2021-04-09,dispatched
3165275,3,2021-04-09,in_transit
3169508,3,2021-04-09,in_transit
3163559,3,2021-04-09,in_transit
3167680,3,2021-04-09,dispatched
3163704,3,2021-04-09,in_transit
3165644,3,2021-04-09,in_transit
3168541,3,2021-04-09,in_route
3170384,3,2021-04-09,in_transit
3168529,3,2021-04-09,in_transit
3168355,3,2021-04-09,in_route
3163114,3,2021-04-09,in_transit
3170225,3,2021-04-09,in_transit
3170126,3,2021-04-09,received_for_courier
3170869,3,2021-04-09,in_transit
3166237,3,2021-04-09,in_transit
3167494,3,2021-04-09,in_route
3169517,3,2021-04-09,in_route
3168577,3,2021-04-09,in_route
3167145,3,2021-04-09,in_route
3170188,3,2021-04-09,in_transit
3169292,3,2021-04-09,in_route
3170381,3,2021-04-09,pending
3165937,3,2021-04-09,requested
3165997,3,2021-04-09,requested
3164224,3,2021-04-09,in_transit
3169083,3,2021-04-09,in_transit
3166280,3,2021-04-09,pending
3166442,3,2021-04-09,in_transit
3169460,3,2021-04-09,in_route
3168094,3,2021-04-09,in_route
3165377,3,2021-04-09,in_transit
3167362,3,2021-04-09,in_transit
3165850,3,2021-04-09,in_transit
3162754,3,2021-04-09,in_transit
3163388,3,2021-04-09,in_transit
3163107,3,2021-04-09,in_transit
3163966,3,2021-04-09,in_transit
3162044,4,2021-04-09,pending
3151212,4,2021-04-09,requested
3163800,3,2021-04-09,in_route
3158500,4,2021-04-09,created
3170204,3,2021-04-09,in_transit
3166057,3,2021-04-09,requested
3169426,3,2021-04-09,in_transit
3163553,3,2021-04-09,in_route
3167918,3,2021-04-09,in_route
3164750,3,2021-04-09,in_transit
3157763,4,2021-04-09,in_route
3166222,3,2021-04-09,in_transit
3166106,3,2021-04-09,requested
3168304,3,2021-04-09,ready_to_dispatch
3168664,3,2021-04-09,in_transit
3164158,3,2021-04-09,in_transit
3162914,3,2021-04-09,in_transit
3156399,4,2021-04-09,in_transit
3166013,3,2021-04-09,requested
3168145,3,2021-04-09,in_route
3150712,4,2021-04-09,in_route
3168013,3,2021-04-09,in_transit
3168267,3,2021-04-09,in_route
3166029,3,2021-04-09,requested
3170088,3,2021-04-09,in_transit
3170055,3,2021-04-09,in_route
3170207,3,2021-04-09,in_transit
3170185,3,2021-04-09,dispatched
3170190,3,2021-04-09,in_route
3169414,3,2021-04-09,in_route
3170415,3,2021-04-09,in_route
3167941,3,2021-04-09,in_transit
3164411,3,2021-04-09,in_transit
3166864,3,2021-04-09,in_transit
3170991,3,2021-04-09,fulfillment_open
3166647,3,2021-04-09,in_transit
3169170,3,2021-04-09,created
3170815,3,2021-04-09,received_for_courier
3166082,3,2021-04-09,requested
3162589,3,2021-04-09,in_transit
3166210,3,2021-04-09,in_route
3153632,4,2021-04-09,received_for_courier
3163792,3,2021-04-09,in_route
3165495,3,2021-04-09,in_route
3164947,3,2021-04-09,in_route
3165603,3,2021-04-09,in_transit
3153688,4,2021-04-09,received_for_courier
3170361,3,2021-04-09,dispatched
3152682,4,2021-04-09,dispatched
3163683,3,2021-04-09,in_route
3162560,3,2021-04-09,in_route
3169812,3,2021-04-09,in_transit
3165887,3,2021-04-09,requested
3167463,3,2021-04-09,in_route
3143095,7,2021-04-09,in_transit
3167914,3,2021-04-09,in_transit
3170128,3,2021-04-09,in_transit
3169843,3,2021-04-09,in_transit
3166031,3,2021-04-09,requested
3165981,3,2021-04-09,requested
3163285,3,2021-04-09,in_route
3164898,3,2021-04-09,in_transit
3162734,3,2021-04-09,in_route
3162728,3,2021-04-09,in_route
3164023,3,2021-04-09,in_transit
3170402,3,2021-04-09,in_route
3165268,3,2021-04-09,in_route
3164988,3,2021-04-09,dispatched
3164776,3,2021-04-09,in_transit
3167462,3,2021-04-09,in_transit
3162695,3,2021-04-09,in_route
3166967,3,2021-04-09,in_transit
3164039,3,2021-04-09,in_route
3167731,3,2021-04-09,in_transit
3170964,3,2021-04-09,in_transit
3163658,3,2021-04-09,in_route
3164610,3,2021-04-09,ready_to_dispatch
3170187,3,2021-04-09,in_transit
3166498,3,2021-04-09,in_transit
3163603,3,2021-04-09,in_route
3165685,3,2021-04-09,in_transit
3150999,4,2021-04-09,in_transit
3170339,3,2021-04-09,dispatched
3166705,3,2021-04-09,dispatched
3167541,3,2021-04-09,in_transit
3163201,3,2021-04-09,in_transit
3167985,3,2021-04-09,in_transit
3167893,3,2021-04-09,in_route
3164593,3,2021-04-09,in_transit
3166262,3,2021-04-09,dispatched
3168703,3,2021-04-09,in_transit
3162586,3,2021-04-09,requested
3165611,3,2021-04-09,fulfillment_open
3165884,3,2021-04-09,requested
3165288,3,2021-04-09,in_route
3169161,3,2021-04-09,created
3166869,3,2021-04-09,in_transit
3153874,4,2021-04-09,received_for_courier
3163227,3,2021-04-09,in_transit
3166049,3,2021-04-09,requested
3170773,3,2021-04-09,in_route
3170195,3,2021-04-09,in_transit
3168269,3,2021-04-09,in_transit
3165835,3,2021-04-09,requested
3168317,3,2021-04-09,in_route
3153984,4,2021-04-09,in_route
3167101,3,2021-04-09,in_transit
3169648,3,2021-04-09,in_transit
3170556,3,2021-04-09,in_transit
3170475,3,2021-04-09,pending
3168748,3,2021-04-09,in_transit
3168291,3,2021-04-09,ready_to_dispatch
3153616,4,2021-04-09,in_route
3168672,3,2021-04-09,in_transit
3155511,4,2021-04-09,in_route
3154179,4,2021-04-09,received_for_courier
3170935,3,2021-04-09,in_route
3168839,3,2021-04-09,in_route
3163752,3,2021-04-09,in_transit
3168694,3,2021-04-09,in_transit
3165802,3,2021-04-09,in_transit
3164121,3,2021-04-09,in_transit
3166557,3,2021-04-09,in_transit
3164113,3,2021-04-09,in_transit
3167668,3,2021-04-09,in_route
3165425,3,2021-04-09,in_transit
3168542,3,2021-04-09,in_route
3163772,3,2021-04-09,in_route
3163379,3,2021-04-09,in_route
3160761,4,2021-04-09,pending
3163725,3,2021-04-09,received_for_courier
3168605,3,2021-04-09,in_route
3151194,4,2021-04-09,requested
3168727,3,2021-04-09,in_transit
3167760,3,2021-04-09,dispatched
3166742,3,2021-04-09,in_route
3166594,3,2021-04-09,in_transit
3165871,3,2021-04-09,requested
3170162,3,2021-04-09,in_transit
3169545,3,2021-04-09,in_route
3167391,3,2021-04-09,in_route
3167029,3,2021-04-09,in_route
3167026,3,2021-04-09,in_transit
3169976,3,2021-04-09,in_transit
3163096,3,2021-04-09,in_route
3168803,3,2021-04-09,in_transit
3168324,3,2021-04-09,in_route
3170025,3,2021-04-09,in_route
3164373,3,2021-04-09,in_route
3170214,3,2021-04-09,in_route
3167673,3,2021-04-09,received_for_courier
3164435,3,2021-04-09,in_transit
3163279,3,2021-04-09,in_transit
3170570,3,2021-04-09,in_transit
3170526,3,2021-04-09,in_route
3169031,3,2021-04-09,requested
3169991,3,2021-04-09,in_route
3167906,3,2021-04-09,ready_to_dispatch
3168487,3,2021-04-09,in_route
3165682,3,2021-04-09,in_route
3167539,3,2021-04-09,in_route
3165971,3,2021-04-09,requested
3156240,4,2021-04-09,in_route
3164498,3,2021-04-09,in_transit
3164162,3,2021-04-09,in_transit
3163235,3,2021-04-09,in_transit
3158596,4,2021-04-09,received_for_courier
3167670,3,2021-04-09,received_for_courier
3168102,3,2021-04-09,in_route
3167218,3,2021-04-09,in_route
3163595,3,2021-04-09,in_route
3156907,4,2021-04-09,in_route
3170419,3,2021-04-09,in_transit
3166866,3,2021-04-09,in_transit
3167892,3,2021-04-09,in_transit
3165894,3,2021-04-09,in_transit
3170887,3,2021-04-09,in_transit
3149609,4,2021-04-09,received_for_courier
3163335,3,2021-04-09,in_transit
3165166,3,2021-04-09,in_transit
3170565,3,2021-04-09,in_transit
3165112,3,2021-04-09,fulfillment_open
3168263,3,2021-04-09,in_transit
3167707,3,2021-04-09,in_route
3163829,3,2021-04-09,in_route
3162908,3,2021-04-09,in_transit
3170399,3,2021-04-09,in_transit
3166299,3,2021-04-09,in_route
3169340,3,2021-04-09,in_transit
3166272,3,2021-04-09,in_transit
3168104,3,2021-04-09,in_transit
3169993,3,2021-04-09,in_route
3168293,3,2021-04-09,in_route
3167160,3,2021-04-09,dispatched
3170858,3,2021-04-09,in_route
3163698,3,2021-04-09,in_transit
3153642,4,2021-04-09,in_route
3152501,4,2021-04-09,dispatched
3164870,3,2021-04-09,in_transit
3156538,4,2021-04-09,in_transit
3166084,3,2021-04-09,requested
3161809,4,2021-04-09,in_transit
3166736,3,2021-04-09,in_transit
3166007,3,2021-04-09,requested
3170472,3,2021-04-09,in_transit
3164955,3,2021-04-09,in_transit
3163781,3,2021-04-09,in_transit
3169411,3,2021-04-09,fulfillment_open
3162035,4,2021-04-09,in_transit
3165945,3,2021-04-09,requested
3170283,3,2021-04-09,in_transit
3170273,3,2021-04-09,in_transit
3168811,3,2021-04-09,fulfillment_open
3170140,3,2021-04-09,ready_to_dispatch
3165857,3,2021-04-09,requested
3166386,3,2021-04-09,fulfillment_open
3167666,3,2021-04-09,in_route
3168784,3,2021-04-09,in_route
3169810,3,2021-04-09,in_transit
3163705,3,2021-04-09,in_transit
3168156,3,2021-04-09,in_route
3166097,3,2021-04-09,requested
3170293,3,2021-04-09,in_route
3168130,3,2021-04-09,in_transit
3157388,4,2021-04-09,in_transit
3169020,3,2021-04-09,in_route
3164775,3,2021-04-09,in_transit
3168624,3,2021-04-09,in_route
3170482,3,2021-04-09,requested
3162693,3,2021-04-09,in_route
3163609,3,2021-04-09,in_transit
3155309,4,2021-04-09,in_route
3166310,3,2021-04-09,in_transit
3165086,3,2021-04-09,dispatched
3165200,3,2021-04-09,in_transit
3170134,3,2021-04-09,in_transit
3165010,3,2021-04-09,dispatched
3170288,3,2021-04-09,dispatched
3164207,3,2021-04-09,fulfillment_open
3168702,3,2021-04-09,in_transit
3168540,3,2021-04-09,in_transit
3170060,3,2021-04-09,in_route
3169852,3,2021-04-09,in_route
3166069,3,2021-04-09,requested
3166642,3,2021-04-09,in_route
3165154,3,2021-04-09,dispatched
3165585,3,2021-04-09,in_route
3164358,3,2021-04-09,in_route
3165724,3,2021-04-09,in_transit
3170968,3,2021-04-09,in_transit
3163775,3,2021-04-09,in_route
3170900,3,2021-04-09,in_transit
3165540,3,2021-04-09,in_transit
3169764,3,2021-04-09,in_route
3168549,3,2021-04-09,in_transit
3166379,3,2021-04-09,in_transit
3157596,4,2021-04-09,in_transit
3165522,3,2021-04-09,in_route
3165987,3,2021-04-09,in_transit
3162769,3,2021-04-09,in_route
3164437,3,2021-04-09,in_transit
3165899,3,2021-04-09,requested
3166138,3,2021-04-09,fulfillment_open
3167413,3,2021-04-09,in_transit
3165722,3,2021-04-09,in_transit
3161680,4,2021-04-09,in_transit
3167514,3,2021-04-09,in_transit
